match_id,date,team_a,team_b,team_a_goals,team_b_goals,team_a_elo_pre,team_b_elo_pre,team_a_goals_for_last_10,team_a_goals_against_last_10,team_b_goals_for_last_10,team_b_goals_against_last_10,team_a_points_per_game_last_10,team_b_points_per_game_last_10,team_a_matches_available,team_b_matches_available
11866,1979-07-24,Azerbaijan,Lithuania,0,1,1600.0,1459.48,1.35,1.35,1.5,1.3,1.5,1.9,0,10
11867,1979-07-25,Belarus,Russia,2,3,1652.69,1956.06,2.2222,2.4444,2.4,0.9,1.6667,2.3,9,10
11868,1979-07-25,Benin,DR Congo,0,1,1503.78,1673.94,0.5,3.0,2.1,2.0,0.6,1.3,10,10
11869,1979-07-25,Colombia,Peru,1,2,1606.93,1776.44,0.4,1.7,1.1,1.8,0.5,1.3,10,10
11870,1979-07-26,Bolivia,Brazil,2,1,1673.43,2122.17,1.3,2.9,2.3,0.4,1.1,2.4,10,10
11871,1979-07-26,Liberia,Ghana,3,1,1594.37,1804.93,0.8,0.9,1.0,0.7,1.2,1.8,10,10
11872,1979-07-28,Russia,Belarus,0,0,1964.97,1643.78,2.7,0.9,2.2,2.5,2.6,1.5,10,10
11873,1979-07-28,Benin,DR Congo,0,3,1487.4,1690.32,0.5,2.6,2.1,1.8,0.6,1.6,10,10
11874,1979-07-28,Lithuania,Ukraine,0,2,1500.99,1632.45,1.4,1.2,6.0,2.0,1.9,3.0,10,1
11875,1979-07-29,Madagascar,Tanzania,2,4,1652.12,1571.71,1.9,1.4,1.0,1.2,1.9,1.1,10,10
11876,1979-07-30,Belarus,Ukraine,0,0,1665.62,1651.61,1.6,2.2,4.0,1.0,1.3,3.0,10,2
11877,1979-07-30,Russia,Lithuania,2,0,1943.13,1481.83,2.3,0.8,1.2,1.3,2.4,1.6,10,10
11878,1979-08-01,Belarus,Lithuania,0,2,1664.41,1477.89,1.4,1.6,1.1,1.5,1.4,1.3,10,10
11879,1979-08-01,Madagascar,Tanzania,1,0,1615.29,1608.53,1.9,1.7,1.4,1.3,1.6,1.4,10,10
11880,1979-08-01,Paraguay,Bolivia,2,0,1674.55,1729.22,1.2,1.5,1.3,3.0,1.2,1.1,10,10
11881,1979-08-01,Venezuela,Colombia,0,0,1416.45,1590.5,0.4,3.5,0.5,1.8,0.4,0.5,10,10
11882,1979-08-02,Brazil,Argentina,2,1,2066.38,1990.62,2.2,0.6,1.9,0.7,2.1,1.9,10,10
11883,1979-08-04,Trinidad and Tobago,Grenada,2,1,1608.42,1640.32,1.6,1.5,1.2,0.5,1.3,1.9,10,10
11884,1979-08-04,Belarus,Kazakhstan,0,1,1619.69,1600.0,1.3,1.6,1.35,1.35,1.4,1.5,10,0
11885,1979-08-05,Russia,Lithuania,2,1,1947.07,1522.61,2.1,0.7,1.2,1.5,2.4,1.3,10,10
11886,1979-08-05,DR Congo,Guinea,3,2,1704.56,1680.04,2.3,1.8,1.6,1.6,1.6,1.2,10,10
11887,1979-08-08,Argentina,Bolivia,3,0,1967.06,1694.53,1.8,0.9,1.1,3.0,1.6,1.0,10,10
11888,1979-08-08,Ecuador,Peru,2,1,1566.39,1792.87,1.0,1.5,1.1,1.8,1.1,1.3,10,10
11889,1979-08-08,Venezuela,Chile,1,1,1430.33,1624.11,0.4,3.1,1.0,1.3,0.5,1.1,10,10
11890,1979-08-11,Tanzania,Zambia,1,0,1579.11,1844.39,1.2,1.0,3.2,0.8,1.4,2.4,10,10
11891,1979-08-15,Colombia,Chile,1,0,1576.62,1608.92,0.4,1.6,1.1,1.2,0.6,1.2,10,10
11892,1979-08-15,Norway,Sweden,2,0,1495.07,1752.08,0.5,1.9,1.3,1.3,0.3,1.2,10,10
11893,1979-08-16,Brazil,Bolivia,2,0,2089.94,1684.19,2.3,0.6,1.0,3.1,2.3,1.0,10,10
11894,1979-08-19,Poland,Libya,5,0,1895.36,1720.7,1.2,0.5,1.3,1.1,1.9,1.7,10,10
11895,1979-08-19,Guinea,DR Congo,3,1,1652.15,1732.44,1.5,1.7,2.4,1.7,0.9,1.9,10,10
11896,1979-08-22,Colombia,Venezuela,4,0,1609.4,1445.52,0.5,1.5,0.4,2.7,0.9,0.6,10,10
11897,1979-08-23,Argentina,Brazil,2,2,1977.4,2095.24,2.1,0.9,2.5,0.6,1.8,2.5,10,10
11898,1979-08-23,North Korea,Japan,0,0,1851.45,1680.86,1.8,0.5,1.9,1.0,2.4,2.0,10,10
11899,1979-08-25,Lesotho,Malawi,0,3,1439.45,1654.95,0.7,2.4,1.2,0.8,0.6,1.6,10,10
11900,1979-08-26,Zambia,Tanzania,1,1,1795.09,1628.41,3.0,0.8,1.3,1.0,2.1,1.6,10,10
11901,1979-08-26,Réunion,Seychelles,3,0,1464.06,1449.06,1.7,1.5,0.8889,2.3333,1.5,0.6667,10,9
11902,1979-08-26,Mauritius,Comoros,3,0,1527.41,1600.0,1.6,1.5,1.35,1.35,1.8,1.5,10,0
11903,1979-08-27,Seychelles,Maldives,9,0,1420.35,1600.0,0.8,2.4,1.35,1.35,0.6,1.5,10,0
11904,1979-08-28,Réunion,Maldives,9,0,1492.76,1555.74,1.8,1.5,0.0,9.0,1.5,0.0,10,1
11905,1979-08-28,Comoros,Mauritius,1,3,1563.82,1563.59,0.0,3.0,1.9,1.4,0.0,2.1,1,10
11906,1979-08-28,Tunisia,Malta,4,0,1722.87,1449.7,0.7,1.4,0.2,3.6,0.8,0.1,10,10
11907,1979-08-29,Comoros,Maldives,2,1,1533.8,1520.36,0.5,3.0,0.0,9.0,0.0,0.0,2,2
11908,1979-08-29,Solomon Islands,Wallis Islands and Futuna,6,0,1478.37,1528.42,1.7,3.6,0.5,7.0,0.9,0.0,10,2
11909,1979-08-29,Fiji,Papua New Guinea,0,0,1434.83,1483.86,1.7,2.6,2.7,3.0,0.7,1.1,10,10
11910,1979-08-29,Tahiti,Tonga,8,0,1724.29,1600.0,2.3,1.7,1.35,1.35,1.9,1.5,10,0
11911,1979-08-29,Poland,Romania,3,0,1911.43,1776.68,1.6,0.5,1.3,1.1,1.9,1.3,10,10
11912,1979-08-29,Austria,Norway,4,0,1940.29,1543.94,1.6,1.6,0.7,1.6,1.7,0.6,10,10
11913,1979-08-29,Finland,Denmark,0,0,1594.15,1673.05,1.0,1.7,1.7,1.6,1.1,1.2,10,10
11914,1979-08-29,Ecuador,Paraguay,1,2,1613.58,1709.23,1.2,1.5,1.0,1.5,1.4,1.2,10,10
11915,1979-08-29,Chile,Venezuela,7,0,1576.14,1428.71,1.0,1.3,0.4,2.0,0.9,0.6,10,10
11916,1979-08-29,Guam,Vanuatu,0,4,1512.46,1471.8,0.5,8.0,1.2,2.8,0.0,0.6,2,10
11917,1979-08-30,Fiji,Kiribati,24,0,1439.04,1600.0,1.6,2.4,1.35,1.35,0.8,1.5,10,0
11918,1979-08-30,Guam,New Caledonia,1,10,1478.97,1663.93,0.3333,6.6667,2.3,1.6,0.0,1.8,3,10
11919,1979-08-30,Peru,Uruguay,2,0,1745.68,1725.22,1.2,1.7,0.9,1.4,1.3,1.2,10,10
11920,1979-08-30,Tahiti,Tuvalu,18,0,1743.99,1600.0,3.0,1.5,1.35,1.35,2.2,1.5,10,0
11921,1979-08-31,Réunion,Comoros,6,1,1528.14,1562.64,2.6,1.2,1.0,2.3333,1.8,1.0,10,3
11922,1979-08-31,Seychelles,Mauritius,1,1,1464.62,1593.61,1.7,2.2,2.0,1.5,0.9,2.1,10,10
11923,1979-08-31,Kiribati,Papua New Guinea,0,13,1557.02,1479.66,0.0,24.0,2.5,2.9,0.0,0.9,1,10
11924,1979-08-31,Solomon Islands,Samoa,12,0,1512.66,1600.0,1.9,3.2,1.35,1.35,1.1,1.5,10,0
11925,1979-08-31,New Caledonia,Vanuatu,3,0,1679.31,1505.3,3.0,1.7,1.5,2.1,1.8,0.9,10,10
11926,1979-09-01,Tonga,Tuvalu,3,5,1580.3,1581.77,0.0,8.0,0.0,18.0,0.0,0.0,1,1
11927,1979-09-01,Wallis Islands and Futuna,Samoa,3,1,1494.13,1562.61,0.3333,6.6667,0.0,12.0,0.0,0.0,3,1
11928,1979-09-01,Réunion,Seychelles,2,1,1561.11,1475.27,2.8,1.2,1.5,2.1,1.8,0.7,10,10
11929,1979-09-03,Papua New Guinea,Solomon Islands,2,3,1516.23,1550.05,3.7,2.8,3.0,2.7,1.1,1.4,10,10
11930,1979-09-03,New Caledonia,Tuvalu,11,0,1695.43,1611.64,3.0,1.6,2.5,10.5,1.8,1.5,10,2
11931,1979-09-03,Tahiti,Vanuatu,1,0,1762.23,1489.18,4.6,1.3,1.4,2.0,2.4,0.9,10,10
11932,1979-09-03,Fiji,Wallis Islands and Futuna,5,0,1482.02,1529.96,4.0,2.0,1.0,5.25,1.1,0.75,10,4
11933,1979-09-03,Libya,Palestine,0,0,1704.63,1524.21,1.1,1.5,1.2,1.6,1.4,0.9,10,10
11934,1979-09-04,New Caledonia,Tahiti,2,3,1718.33,1772.54,3.6,1.5,4.7,1.0,1.8,2.7,10,10
11935,1979-09-04,Fiji,Solomon Islands,2,0,1516.13,1577.13,4.4,1.6,3.2,2.8,1.4,1.6,10,10
11936,1979-09-05,Vanuatu,Papua New Guinea,2,0,1478.86,1489.14,1.4,2.0,3.7,3.0,0.9,0.8,10,10
11937,1979-09-05,Tonga,Wallis Islands and Futuna,1,0,1550.42,1495.85,1.5,6.5,0.8,5.2,0.0,0.6,2,5
11938,1979-09-05,Russia,German DR,1,0,1951.86,1867.71,2.0,0.8,1.2,1.3,2.4,1.6,10,10
11939,1979-09-05,Kiribati,Tuvalu,3,3,1520.45,1588.74,0.0,18.5,1.6667,10.6667,0.0,1.0,2,3
11940,1979-09-05,Sweden,France,1,3,1703.21,1948.22,1.3,1.4,2.2,1.0,1.2,1.9,10,10
11941,1979-09-05,Guam,Samoa,4,2,1463.58,1526.78,0.5,7.5,0.5,7.5,0.0,0.0,4,2
11942,1979-09-05,Ecuador,Uruguay,2,1,1591.64,1696.98,0.9,1.6,0.7,1.6,1.1,0.9,10,10
11943,1979-09-05,Chile,Colombia,2,0,1594.12,1626.21,1.6,1.2,0.8,1.1,1.1,1.2,10,10
11944,1979-09-05,Iceland,Netherlands,0,4,1491.14,1966.53,0.3,2.1,1.6,1.3,0.2,1.6,10,10
11945,1979-09-06,Guam,Tuvalu,7,2,1498.98,1582.92,1.2,6.4,2.0,8.75,0.6,1.0,5,4
11946,1979-09-06,Vanuatu,Tonga,7,1,1509.75,1575.75,1.4,1.9,1.3333,4.3333,0.9,1.0,10,3
11947,1979-09-07,New Caledonia,Solomon Islands,1,3,1692.97,1541.92,3.4,1.8,3.2,2.6,1.5,1.6,10,10
11948,1979-09-07,Fiji,Tahiti,0,3,1551.35,1797.9,3.5,1.6,4.6,1.0,1.4,2.7,10,10
11949,1979-09-08,South Korea,Sudan,8,0,1977.54,1702.57,2.3,0.6,1.2,1.3,2.5,1.4,10,10
11950,1979-09-09,Indonesia,Thailand,0,2,1511.01,1478.58,0.4,1.7,0.8,2.3,0.7,0.4,10,10
11951,1979-09-10,Bangladesh,Sudan,1,4,1396.64,1692.34,0.6,4.1,1.1,1.8,0.3,1.4,10,10
11952,1979-09-11,Wales,Republic of Ireland,2,1,1873.7,1731.0,1.7,0.7,1.1,1.3,1.8,1.1,10,10
11953,1979-09-12,Scotland,Peru,1,1,1830.01,1773.92,1.6,1.8,1.1,1.6,1.3,1.3,10,10
11954,1979-09-12,Norway,Belgium,1,2,1538.38,1797.13,0.7,2.0,0.4,0.9,0.5,0.8,10,10
11955,1979-09-12,Switzerland,Poland,0,2,1654.66,1930.35,0.9,1.9,1.7,0.5,0.9,1.9,10,10
11956,1979-09-12,South Korea,Sri Lanka,6,0,1987.76,1235.05,2.8,0.5,0.9,4.0,2.5,0.0,10,10
11957,1979-09-12,Greece,Russia,1,0,1719.95,1974.74,1.9,1.8,1.8,0.7,1.4,2.4,10,10
11958,1979-09-12,Hungary,Czechoslovakia,2,1,1856.59,1884.72,1.2,1.5,1.6,1.1,1.0,1.6,10,10
11959,1979-09-12,Iceland,German DR,0,3,1487.49,1844.84,0.3,2.1,1.0,1.3,0.2,1.3,10,10
11960,1979-09-12,Germany,Argentina,2,1,1989.46,1987.2,1.9,1.1,1.7,1.1,1.9,1.6,10,10
11961,1979-09-12,England,Denmark,1,0,1969.87,1666.35,2.1,0.9,1.5,1.5,2.1,1.0,10,10
11962,1979-09-13,Paraguay,Ecuador,2,0,1731.17,1630.46,1.1,1.6,0.9,1.6,1.2,1.1,10,10
11963,1979-09-14,South Korea,Bahrain,5,1,1988.54,1465.91,3.3,0.5,0.9,2.2,2.5,0.8,10,10
11964,1979-09-16,South Korea,Bangladesh,9,0,1991.36,1387.39,3.7,0.6,0.7,4.2,2.5,0.3,10,10
11965,1979-09-16,Sri Lanka,Sudan,0,1,1234.27,1701.59,0.8,4.3,1.4,1.9,0.0,1.4,10,10
11966,1979-09-16,Uruguay,Ecuador,2,1,1658.16,1608.92,0.6,1.6,0.8,1.7,0.8,1.0,10,10
11967,1979-09-16,Yugoslavia,Argentina,4,2,1822.07,1957.4,2.0,1.2,1.5,1.2,1.5,1.3,10,10
11968,1979-09-20,Paraguay,Uruguay,0,0,1752.71,1683.93,1.2,1.5,0.8,1.5,1.4,1.1,10,10
11969,1979-09-22,Indonesia,Singapore,3,0,1478.22,1424.93,0.4,1.7,0.9,1.8,0.7,0.9,10,10
11970,1979-09-22,Thailand,Myanmar,1,0,1511.37,1618.86,1.0,2.0,1.8,2.0,0.7,1.5,10,10
11971,1979-09-23,Singapore,Malaysia,0,2,1399.49,1700.62,0.9,1.8,1.5,1.5,0.9,1.3,10,10
11972,1979-09-23,Indonesia,Thailand,1,3,1503.65,1550.37,0.7,1.7,0.9,1.9,0.9,0.7,10,10
11973,1979-09-25,Malaysia,Myanmar,0,0,1709.63,1579.86,1.7,1.4,1.5,2.1,1.6,1.2,10,10
11974,1979-09-25,Singapore,Thailand,2,2,1390.48,1576.36,0.7,1.9,1.1,1.6,0.6,1.0,10,10
11975,1979-09-26,Indonesia,Malaysia,0,0,1477.66,1698.92,0.8,1.8,1.6,0.7,0.9,1.7,10,10
11976,1979-09-26,Myanmar,Singapore,1,2,1590.57,1405.16,1.4,1.2,0.5,2.0,1.3,0.4,10,10
11977,1979-09-26,Spain,Portugal,1,1,1893.79,1912.6,1.2,0.8,1.6,0.7,1.4,2.3,10,10
11978,1979-09-26,Poland,German DR,1,1,1940.54,1851.64,1.9,0.4,1.0,1.2,2.2,1.3,10,10
11979,1979-09-26,Uruguay,Paraguay,2,2,1689.8,1746.85,0.8,1.5,1.2,1.4,1.1,1.5,10,10
11980,1979-09-26,Italy,Sweden,1,0,1965.19,1691.44,1.2,1.3,1.2,1.6,1.6,0.9,10,10
11981,1979-09-26,Denmark,Finland,1,0,1657.45,1600.85,1.5,1.6,0.7,1.7,0.9,0.9,10,10
11982,1979-09-26,Netherlands,Belgium,1,0,1970.19,1808.17,1.8,1.2,0.6,0.9,1.6,1.1,10,10
11983,1979-09-26,Czechoslovakia,Republic of Ireland,4,1,1852.29,1712.67,1.7,1.3,0.8,1.3,1.5,0.8,10,10
11984,1979-09-26,Austria,Hungary,3,1,1945.85,1889.02,1.9,1.1,1.3,1.3,2.0,1.3,10,10
11985,1979-09-28,Malaysia,Thailand,1,0,1682.04,1561.68,1.5,0.6,1.2,1.5,1.7,1.1,10,10
11986,1979-09-28,Indonesia,Myanmar,2,1,1494.55,1545.93,0.7,1.5,1.3,1.4,1.0,1.0,10,10
11987,1979-09-29,Haiti,Antigua and Barbuda,1,0,1640.16,1450.03,0.8,0.7,0.5,3.7,1.7,0.3,10,10
11988,1979-09-29,Senegal,Nigeria,0,2,1736.38,1778.05,1.2,1.0,1.3,0.9,1.7,1.6,10,10
11989,1979-09-29,Sierra Leone,Gambia,2,0,1498.9,1546.12,0.9,2.7,1.1,2.0,0.6,1.1,10,10
11990,1979-09-29,Indonesia,Thailand,0,0,1528.95,1541.68,0.9,1.2,1.2,1.5,1.3,1.1,10,10
11991,1979-09-30,Indonesia,Malaysia,0,1,1530.05,1702.04,0.9,1.2,1.6,0.6,1.3,1.9,10,10
11992,1979-10-03,Bahrain,New Zealand,0,2,1463.08,1769.62,0.9,2.2,3.3,0.4,0.8,2.5,10,10
11993,1979-10-07,Bermuda,USA,1,3,1426.26,1539.83,1.0,2.0,0.4,1.6,0.8,0.9,10,10
11994,1979-10-08,Bahrain,New Zealand,1,2,1454.31,1778.39,0.9,2.0,3.2,0.4,0.8,2.5,10,10
11995,1979-10-10,Czechoslovakia,Sweden,4,1,1870.85,1681.16,2.0,1.2,1.1,1.5,1.8,0.9,10,10
11996,1979-10-10,France,USA,3,0,1959.99,1560.36,2.3,1.1,0.7,1.5,1.9,1.2,10,10
11997,1979-10-10,Peru,Paraguay,2,3,1778.72,1741.97,1.2,1.7,1.3,1.5,1.3,1.5,10,10
11998,1979-10-10,Poland,Iceland,2,0,1933.02,1480.69,1.8,0.5,0.3,2.2,2.0,0.2,10,10
11999,1979-10-10,Spain,Yugoslavia,0,1,1895.41,1863.19,1.2,0.7,1.8,1.0,1.5,1.5,10,10
12000,1979-10-13,German DR,Switzerland,5,2,1859.15,1644.47,1.1,1.0,0.8,1.7,1.4,0.9,10,10
12001,1979-10-14,Benin,Nigeria,1,1,1473.17,1804.47,0.4,2.4,1.4,0.9,0.6,1.6,10,10
12002,1979-10-14,Russia,Romania,3,1,1925.98,1757.76,1.6,0.8,1.2,1.3,2.1,1.2,10,10
12003,1979-10-15,Antigua and Barbuda,Haiti,1,2,1434.99,1655.2,0.4,2.7,0.8,0.7,0.3,1.7,10,10
12004,1979-10-17,Scotland,Austria,1,1,1825.21,1970.98,1.6,1.8,2.2,1.1,1.3,2.3,10,10
12005,1979-10-17,Peru,Chile,1,2,1745.56,1626.88,1.0,1.9,1.5,1.2,1.0,1.1,10,10
12006,1979-10-17,Northern Ireland,England,1,5,1700.76,1978.77,0.7,1.4,1.8,0.6,1.1,2.1,10,10
12007,1979-10-17,Netherlands,Poland,1,1,1987.13,1937.16,1.8,0.9,2.0,0.4,1.9,2.3,10,10
12008,1979-10-17,Hungary,Finland,3,1,1863.88,1575.69,1.3,1.3,0.6,1.6,1.3,0.9,10,10
12009,1979-10-17,Germany,Wales,5,1,2019.26,1892.03,1.9,1.0,1.8,0.5,2.1,2.1,10,10
12010,1979-10-17,Belgium,Portugal,2,0,1791.23,1910.97,0.6,0.7,1.6,0.8,1.1,2.1,10,10
12011,1979-10-17,Republic of Ireland,Bulgaria,3,0,1694.12,1712.64,0.9,1.4,0.7,1.5,0.8,1.0,10,10
12012,1979-10-21,Benin,Burkina Faso,3,2,1495.41,1557.88,0.5,2.2,1.4,1.9,0.7,1.0,10,10
12013,1979-10-21,Ivory Coast,Togo,3,0,1606.76,1623.21,1.3,1.8,1.0,1.7,0.7,1.6,10,10
12014,1979-10-21,United Arab Emirates,India,0,0,1348.32,1456.07,0.7,2.6,1.0,2.4,0.5,0.7,10,10
12015,1979-10-22,Guadeloupe,Saint Vincent and the Grenadines,1,3,1504.12,1730.0,1.0,2.2,1.6,0.8,0.9,2.1,10,10
12016,1979-10-22,Saint Vincent and the Grenadines,Guadeloupe,0,0,1730.0,1504.12,1.5,0.8,0.9,1.7,2.1,0.9,10,10
12017,1979-10-23,Luxembourg,Sweden,1,1,1282.06,1666.08,0.3,3.0,1.0,1.7,0.0,0.8,10,10
12018,1979-10-23,Togo,Burkina Faso,5,3,1591.79,1522.55,1.0,1.8,1.5,2.0,1.6,1.0,10,10
12019,1979-10-24,Paraguay,Brazil,2,1,1775.13,2085.43,1.5,1.5,2.6,0.8,1.8,2.3,10,10
12020,1979-10-24,Chile,Peru,0,0,1666.75,1705.69,1.7,1.1,1.1,1.8,1.4,1.0,10,10
12021,1979-10-25,Liberia,Nigeria,2,2,1640.61,1782.23,0.9,0.8,1.1,0.8,1.4,1.4,10,10
12022,1979-10-26,Hungary,USA,0,2,1873.47,1554.89,1.5,1.2,0.7,1.5,1.6,1.2,10,10
12023,1979-10-26,Ivory Coast,Benin,3,1,1638.18,1530.75,1.6,1.4,0.6,2.4,1.0,0.7,10,10
12024,1979-10-26,Niger,Togo,2,2,1407.85,1615.89,1.1,3.4,1.4,2.1,0.4,1.6,10,10
12025,1979-10-27,Sierra Leone,Nigeria,0,0,1532.95,1770.63,1.0,2.6,1.2,0.9,0.8,1.4,10,10
12026,1979-10-28,Benin,Niger,0,1,1509.74,1423.94,0.7,2.0,1.2,2.7,0.7,0.5,10,10
12027,1979-10-28,Haiti,Jamaica,3,0,1668.38,1467.72,0.9,0.7,0.9,1.7,1.9,0.9,10,10
12028,1979-10-28,Ivory Coast,Togo,0,1,1659.19,1599.81,1.7,1.3,1.4,2.1,1.2,1.6,10,10
12029,1979-10-28,Malta,Turkey,1,2,1439.39,1636.67,0.2,3.1,0.9,1.3,0.1,0.8,10,10
12030,1979-10-29,Republic of Ireland,USA,3,2,1725.71,1606.63,1.2,1.4,0.9,1.5,1.0,1.4,10,10
12031,1979-10-31,Yugoslavia,Romania,2,1,1895.97,1741.25,1.9,1.0,1.2,1.6,1.7,0.9,10,10
12032,1979-10-31,Russia,Finland,2,2,1942.5,1566.1,1.6,0.9,0.6,1.8,2.1,0.8,10,10
12033,1979-10-31,Brazil,Paraguay,2,2,2034.05,1826.52,2.4,1.0,1.5,1.6,2.0,1.8,10,10
12034,1979-10-31,Bulgaria,Denmark,3,0,1681.04,1682.6,0.7,1.7,1.4,1.5,1.0,0.9,10,10
12035,1979-11-01,Mexico,Peru,1,0,1765.89,1702.34,2.0,1.9,1.1,1.7,1.5,1.1,10,10
12036,1979-11-01,Portugal,Norway,3,1,1871.02,1527.34,1.2,0.8,0.7,2.0,1.8,0.5,10,10
12037,1979-11-02,Jamaica,Haiti,0,4,1453.35,1682.76,0.8,2.0,1.1,0.7,0.6,1.9,10,10
12038,1979-11-03,Kenya,Tanzania,0,0,1563.07,1641.79,0.8,2.2,1.3,1.1,1.1,1.4,10,10
12039,1979-11-03,Sierra Leone,Senegal,1,0,1550.78,1709.96,0.9,2.6,1.2,0.9,0.6,1.7,10,10
12040,1979-11-04,Uganda,Zambia,1,2,1687.2,1781.71,1.2,1.6,2.7,0.9,1.3,1.9,10,10
12041,1979-11-04,Malawi,Zanzibar,4,0,1668.41,1252.8,1.0,0.7,0.3,2.5,1.6,0.4,10,10
12042,1979-11-04,Nigeria,Benin,5,0,1752.81,1472.48,1.2,0.9,0.7,1.9,1.4,0.7,10,10
12043,1979-11-06,Tanzania,Zambia,2,2,1635.11,1803.75,1.3,1.1,2.8,0.8,1.4,2.2,10,10
12044,1979-11-07,Kenya,Uganda,3,1,1569.76,1665.17,0.7,2.2,1.2,1.5,0.9,1.3,10,10
12045,1979-11-07,Malawi,Sudan,4,0,1673.43,1705.41,1.4,0.5,1.5,1.8,1.9,1.7,10,10
12046,1979-11-09,Sudan,Zanzibar,1,1,1672.65,1247.78,1.3,2.0,0.3,2.5,1.6,0.4,10,10
12047,1979-11-09,Tanzania,Uganda,5,3,1648.62,1627.13,1.3,1.0,1.0,1.8,1.5,1.0,10,10
12048,1979-11-10,Kenya,Zambia,3,1,1607.79,1790.23,1.0,1.4,2.1,1.0,1.2,2.0,10,10
12049,1979-11-11,Haiti,Trinidad and Tobago,1,0,1695.4,1641.17,1.4,0.6,1.7,1.5,2.1,1.5,10,10
12050,1979-11-12,Suriname,Saint Vincent and the Grenadines,2,3,1695.0,1712.85,2.0,1.3,1.3,0.6,2.1,2.1,10,10
12051,1979-11-13,Malawi,Tanzania,1,1,1706.19,1676.77,1.8,0.3,1.4,1.3,2.2,1.5,10,10
12052,1979-11-14,Spain,Denmark,1,3,1862.63,1652.47,1.2,0.8,1.1,1.4,1.4,0.9,10,10
12053,1979-11-14,Yugoslavia,Cyprus,5,0,1913.43,1322.61,2.1,1.0,0.4,2.4,2.0,0.1,10,10
12054,1979-11-14,Malaysia,Sweden,1,3,1718.3,1642.01,1.7,0.5,1.0,1.5,2.2,0.9,10,10
12055,1979-11-14,Haiti,Saint Vincent and the Grenadines,3,1,1720.76,1741.31,1.4,0.6,1.4,0.8,2.1,2.1,10,10
12056,1979-11-14,Kenya,Zanzibar,2,0,1652.24,1272.99,1.3,1.3,0.4,2.3,1.5,0.5,10,10
12057,1979-11-14,Malawi,Tanzania,4,0,1703.65,1679.3,1.8,0.4,1.5,1.2,2.0,1.6,10,10
12058,1979-11-15,Suriname,Trinidad and Tobago,3,0,1666.54,1615.81,2.1,0.8,1.5,1.2,2.1,1.5,10,10
12059,1979-11-16,Tanzania,Zanzibar,2,1,1651.4,1266.91,1.5,1.4,0.4,2.4,1.6,0.5,10,10
12060,1979-11-17,France,Czechoslovakia,2,1,1965.46,1885.92,2.5,0.9,2.1,1.2,2.2,1.8,10,10
12061,1979-11-17,Italy,Switzerland,2,0,1975.48,1630.96,1.2,1.3,0.9,1.9,1.6,0.9,10,10
12062,1979-11-17,Kenya,Malawi,2,3,1658.32,1731.55,1.3,1.3,2.1,0.2,1.5,2.3,10,10
12063,1979-11-17,Singapore,Sweden,0,5,1449.8,1678.49,0.7,2.1,1.3,1.4,0.6,1.2,10,10
12064,1979-11-18,Romania,Cyprus,2,0,1723.79,1320.67,1.0,1.6,0.3,2.7,0.6,0.1,10,10
12065,1979-11-18,Suriname,Haiti,0,1,1692.19,1752.53,2.2,0.5,1.7,0.7,2.4,2.3,10,10
12066,1979-11-21,Turkey,Wales,1,0,1651.26,1872.55,1.0,1.2,1.8,0.9,1.1,2.0,10,10
12067,1979-11-21,Russia,Germany,1,3,1918.66,2038.74,1.6,0.9,2.2,0.8,2.1,2.4,10,10
12068,1979-11-21,Portugal,Austria,1,2,1878.31,1959.08,1.4,0.8,2.0,1.0,2.0,2.1,10,10
12069,1979-11-21,German DR,Netherlands,2,3,1872.66,1982.84,1.5,1.1,1.6,1.0,1.6,1.7,10,10
12070,1979-11-21,Malaysia,Taiwan,0,3,1681.81,1510.32,1.7,0.7,1.1,2.2,2.1,1.1,10,10
12071,1979-11-21,Belgium,Scotland,2,0,1831.18,1837.11,0.8,0.6,1.4,1.7,1.4,1.1,10,10
12072,1979-11-21,Northern Ireland,Republic of Ireland,1,0,1690.68,1745.82,0.8,1.8,1.2,1.3,1.1,1.2,10,10
12073,1979-11-22,England,Bulgaria,2,0,1988.85,1711.18,2.2,0.6,0.8,1.5,2.3,1.2,10,10
12074,1979-11-22,Thailand,Sri Lanka,5,1,1540.58,1230.46,1.2,1.3,0.7,4.0,1.2,0.0,10,10
12075,1979-11-24,Thailand,Indonesia,3,0,1549.2,1513.8,1.5,1.0,0.8,1.2,1.5,1.2,10,10
12076,1979-11-24,Czechoslovakia,Luxembourg,4,0,1862.67,1306.13,1.9,1.0,0.3,2.7,1.8,0.1,10,10
12077,1979-11-25,Angola,Gabon,1,0,1602.9,1569.69,2.0,2.0,1.5,2.1,1.25,0.8,4,10
12078,1979-11-26,Indonesia,Sri Lanka,0,0,1486.84,1221.84,0.6,1.4,0.8,4.0,0.9,0.0,10,10
12079,1979-11-26,Bermuda,Finland,0,2,1405.73,1589.93,1.1,2.1,0.8,1.9,0.8,0.9,10,10
12080,1979-11-27,Angola,Cameroon,0,1,1630.04,1688.32,1.8,1.6,1.2,1.6,1.6,1.0,5,10
12081,1979-11-28,Cameroon,Congo,1,3,1713.33,1594.9,1.1,1.4,1.3,2.1,1.2,0.8,10,10
12082,1979-11-28,Paraguay,Chile,3,0,1842.57,1670.1,1.7,1.2,1.5,0.7,1.9,1.5,10,10
12083,1979-11-29,Angola,Congo,0,1,1605.03,1634.75,1.5,1.5,1.3,2.0,1.3333,0.8,6,10
