date,team,elo_pre
1984-04-02,Kuwait,1733.3093654719175
1984-04-02,Bulgaria,1785.0575047380496
1984-04-03,New Zealand,1765.053252953528
1984-04-03,Malaysia,1529.8399501323547
1984-04-04,England,1898.8869183762902
1984-04-04,Northern Ireland,1875.2531230106579
1984-04-04,Israel,1740.9824627524724
1984-04-04,Republic of Ireland,1723.2609694917062
1984-04-04,Turkey,1667.9307396086697
1984-04-04,Hungary,1777.1822242043102
1984-04-07,Italy,1843.4110963612452
1984-04-07,Czechoslovakia,1790.950963610265
1984-04-08,New Zealand,1777.3663175166805
1984-04-08,Malaysia,1517.5268855692022
1984-04-11,Spain,1861.2180995292053
1984-04-11,Denmark,1835.108085059174
1984-04-11,Greece,1614.3171966835605
1984-04-11,Cyprus,1348.140955257639
1984-04-11,Romania,1817.31029272852
1984-04-11,Israel,1769.4535916619107
1984-04-12,Kenya,1803.8546116566995
1984-04-12,China,1722.7849874550557
1984-04-17,Poland,1905.4719572510023
1984-04-17,Belgium,1898.5329831419845
1984-04-18,Austria,1831.6978875377704
1984-04-18,Greece,1594.9772236683857
1984-04-18,France,1980.1533609212943
1984-04-18,Germany,2033.4515414668465
1984-04-27,Panama,1398.7963083664436
1984-04-27,Nicaragua,1273.1315133842552
1984-04-29,Jamaica,1440.7022338754628
1984-04-29,Haiti,1528.7339047396035
1984-05-01,Luxembourg,1281.1661960399247
1984-05-01,Norway,1669.6064628099464
1984-05-02,Switzerland,1825.7312531147247
1984-05-02,Sweden,1856.270491998959
1984-05-02,Cyprus,1367.4809282728138
1984-05-02,Austria,1813.9262537123018
1984-05-02,Wales,1827.2254814723933
1984-05-02,England,1926.849354213003
1984-05-09,Jersey,1786.8373724105647
1984-05-09,Guernsey,1811.790758663806
1984-05-15,Finland,1554.1410176967186
1984-05-15,Russia,1996.3690899973049
1984-05-16,Czechoslovakia,1795.44662234719
1984-05-16,Denmark,1807.3583702784154
1984-05-19,Réunion,1535.394092963775
1984-05-19,Tanzania,1614.5626535882845
1984-05-22,Germany,1998.8851705880625
1984-05-22,Italy,1838.9154376243202
1984-05-22,Wales,1865.5994435509763
1984-05-22,Northern Ireland,1847.2906871739451
1984-05-23,Hungary,1798.0477957080577
1984-05-23,Norway,1675.4000795758934
1984-05-23,Republic of Ireland,1694.789840582268
1984-05-23,Poland,1874.8728777145363
1984-05-23,Sweden,1853.6402924997483
1984-05-23,Malta,1450.1760635928572
1984-05-26,Canada,1654.8299350297025
1984-05-26,Italy,1821.8284735081186
1984-05-26,Scotland,1875.0079152473827
1984-05-26,England,1888.47539213442
1984-05-26,Switzerland,1828.3614526139354
1984-05-26,Spain,1888.967814309964
1984-05-27,Finland,1549.7779402770266
1984-05-27,Northern Ireland,1848.8701305357433
1984-05-29,El Salvador,1664.4520435867184
1984-05-29,Panama,1418.3951933352012
1984-05-30,USA,1683.5594721110922
1984-05-30,Italy,1838.4253023496913
1984-05-31,Hungary,1787.876567662945
1984-05-31,Spain,1913.7870822651191
1984-05-31,Japan,1739.1153024020207
1984-05-31,China,1699.660765416685
1984-06-01,France,2014.7197318000783
1984-06-01,Scotland,1876.1702086098387
1984-06-02,England,1887.313098771964
1984-06-02,Russia,2000.7321674169968
1984-06-02,Portugal,1904.6888372898995
1984-06-02,Yugoslavia,1918.6753459898011
1984-06-03,China,1673.0529748627573
1984-06-03,Republic of Ireland,1709.0819258667532
1984-06-03,Ethiopia,1568.8556531695942
1984-06-03,Djibouti,1407.6998003251883
1984-06-03,South Korea,1750.7710643676744
1984-06-03,Guatemala,1606.1093803360925
1984-06-06,Sweden,1858.9967568616123
1984-06-06,Denmark,1776.3302300919993
1984-06-06,Norway,1685.571307621006
1984-06-06,Wales,1864.020000189178
1984-06-06,Belgium,1929.1320626784504
1984-06-06,Hungary,1798.2963448773703
1984-06-07,Djibouti,1390.6961559246854
1984-06-07,Zimbabwe,1710.9703883752204
1984-06-07,Liechtenstein,1606.2495081865434
1984-06-07,Austria,1818.1921264150994
1984-06-07,Spain,1903.3673050506939
1984-06-07,Yugoslavia,1947.4683057125012
1984-06-08,Denmark,1813.336514173108
1984-06-08,Bulgaria,1780.621962240149
1984-06-09,Luxembourg,1275.3725792739776
1984-06-09,Portugal,1875.8958775671995
1984-06-09,Trinidad and Tobago,1615.7310837201603
1984-06-09,India,1482.3637408902493
1984-06-10,Brazil,1940.329074713876
1984-06-10,England,1866.772819763187
1984-06-10,Israel,1773.5599342601538
1984-06-10,Wales,1819.8372510784675
1984-06-10,Zambia,1690.0126305664162
1984-06-10,Zimbabwe,1719.1676229552327
1984-06-11,Trinidad and Tobago,1574.7493812955402
1984-06-11,India,1523.3454433148695
1984-06-11,Ethiopia,1585.8592975700972
1984-06-11,Zimbabwe,1716.6560709774471
1984-06-12,France,2033.3526559084908
1984-06-12,Denmark,1810.520031525067
1984-06-13,Belgium,1918.3401696469418
1984-06-13,Yugoslavia,1973.6806396316638
1984-06-13,Uruguay,1866.817578778236
1984-06-13,England,1903.0309549918445
1984-06-14,Germany,2015.9721347042641
1984-06-14,Portugal,1877.7297204591255
1984-06-14,Romania,1813.2039501302768
1984-06-14,Spain,1877.1549711315313
1984-06-15,Panama,1406.6817601974483
1984-06-15,Honduras,1812.101310557276
1984-06-15,Suriname,1596.7262470897856
1984-06-15,India,1497.7519105317413
1984-06-16,Denmark,1797.4948555174233
1984-06-16,Yugoslavia,1938.9421649538672
1984-06-16,France,2046.3778319161345
1984-06-16,Belgium,1953.0786443247384
1984-06-17,Suriname,1618.4040275320936
1984-06-17,India,1476.0741300894333
1984-06-17,Portugal,1889.0740779310333
1984-06-17,Spain,1871.6945243238931
1984-06-17,Macau,1474.609173098512
1984-06-17,Hong Kong,1613.7912044798109
1984-06-17,Germany,2004.6277772323563
1984-06-17,Romania,1818.664396937915
1984-06-17,Chile,1836.0169881508054
1984-06-17,England,1869.915315331131
1984-06-17,Brazil,1904.0709394852186
1984-06-17,Argentina,1855.9699028962764
1984-06-18,Guyana,1427.3524098246087
1984-06-18,India,1457.7196072449992
1984-06-19,Denmark,1839.075543722879
1984-06-19,Belgium,1930.9465241014755
1984-06-19,France,2068.5099521393972
1984-06-19,Yugoslavia,1897.3614767484114
1984-06-20,Germany,2019.9463574178476
1984-06-20,Spain,1873.1939451861506
1984-06-20,Iceland,1576.2447985209208
1984-06-20,Norway,1729.7540567317167
1984-06-20,Portugal,1887.5746570687759
1984-06-20,Romania,1803.3458167524236
1984-06-21,Brazil,1899.9438965349627
1984-06-21,Uruguay,1899.9332184389496
1984-06-21,China,1646.1528608626643
1984-06-21,India,1425.1041494521492
1984-06-22,Trinidad and Tobago,1600.3429140786684
1984-06-22,India,1411.9739499135626
1984-06-23,France,2084.8215080655878
1984-06-23,Portugal,1910.440964454222
1984-06-23,Morocco,1674.9960374760424
1984-06-23,Senegal,1657.3919813277964
1984-06-24,Denmark,1876.8284611345312
1984-06-24,Spain,1915.1621384901678
1984-06-24,Honduras,1817.4031196628346
1984-06-24,Panama,1401.3799510918898
1984-06-27,El Salvador,1676.1654767244713
1984-06-27,Guatemala,1587.9254137686328
1984-06-27,France,2100.9130273824458
1984-06-27,Spain,1911.8655089480299
1984-06-30,Kenya,1826.97883369507
1984-06-30,Cameroon,1786.7087289637395
1984-06-30,Sierra Leone,1599.0103878622538
1984-06-30,Morocco,1703.47728055864
1984-07-01,Angola,1611.6375172081607
1984-07-01,Senegal,1628.910738245199
1984-07-01,Eswatini,1490.981174577899
1984-07-01,Lesotho,1397.7862410899577
1984-07-01,Zimbabwe,1675.8671056375636
1984-07-01,Zambia,1692.5241825442017
1984-07-03,Egypt,1773.4706402177453
1984-07-03,Cameroon,1820.1704412259498
1984-07-06,Malawi,1627.198129320745
1984-07-06,Kenya,1793.5171214328598
1984-07-08,Malawi,1670.5542949189523
1984-07-08,Kenya,1750.1609558346524
1984-07-10,Malawi,1677.3102711876738
1984-07-10,Kenya,1743.404979565931
1984-07-15,Mauritius,1647.3223037935632
1984-07-15,Malawi,1712.9494835299568
1984-07-15,Morocco,1724.7192401844177
1984-07-15,Sierra Leone,1577.768428236476
1984-07-15,Senegal,1597.4204760788984
1984-07-15,Angola,1643.1277793744612
1984-07-15,Zambia,1661.0869958746996
1984-07-15,Congo,1691.3552104659798
1984-07-18,Uruguay,1869.9341404598756
1984-07-18,Argentina,1860.0969458465322
1984-07-20,Norway,1747.2991232543386
1984-07-20,Yugoslavia,1881.0499208222209
1984-07-21,Guyana,1459.9678676174588
1984-07-21,Trinidad and Tobago,1615.5040617458021
1984-07-22,Zimbabwe,1707.3042923070657
1984-07-22,Uganda,1660.9643284670958
1984-07-25,Mauritania,1343.8878614905298
1984-07-25,Gambia,1547.6233815144742
1984-07-26,Gambia,1531.8043802525974
1984-07-26,Guinea,1519.1031435733746
1984-07-26,Colombia,1619.243847494899
1984-07-26,Peru,1669.6992516785836
1984-07-27,Mauritania,1359.7068627524066
1984-07-27,Guinea,1520.1993682115287
1984-07-28,Benin,1482.6903984252338
1984-07-28,Congo,1658.7482347860278
1984-07-28,Malawi,1737.3492242582622
1984-07-28,Mauritius,1622.9225630652577
1984-07-28,Trinidad and Tobago,1632.9046268479287
1984-07-28,Guyana,1442.5673025153321
1984-07-29,El Salvador,1698.7059207758887
1984-07-29,Puerto Rico,1330.8351486839147
1984-07-29,Gambia,1530.7081556144433
1984-07-29,Guinea,1507.2495795800103
1984-07-29,Romania,1780.4795093669775
1984-07-29,China,1659.2830604012509
1984-07-29,Zambia,1693.6939715546516
1984-07-29,Uganda,1634.942083146302
1984-07-30,Mauritania,1372.656651383925
1984-07-30,Gambia,1498.6856518264444
1984-07-30,Ghana,1790.2812672337968
1984-07-30,Niger,1555.1721421889076
1984-07-31,Mauritania,1383.0854242160262
1984-07-31,Guinea,1539.2720833680091
1984-07-31,Romania,1800.4193459325486
1984-07-31,China,1639.3432238356797
1984-08-01,Burkina Faso,1509.750529393861
1984-08-01,Benin,1526.7123238767024
1984-08-01,Faroe Islands,1438.562737394966
1984-08-01,Iceland,1558.6997319982988
1984-08-02,Argentina,1830.9461306003263
1984-08-02,Uruguay,1899.0849557060815
1984-08-02,Mauritania,1365.7310816462393
1984-08-02,Guinea,1556.626425937796
1984-08-03,Burkina Faso,1541.2139659993895
1984-08-03,Ghana,1802.6002015775498
1984-08-03,Greenland,1472.4026534077382
1984-08-03,Iceland,1548.7208448754484
1984-08-04,Haiti,1551.291232797
1984-08-04,Antigua and Barbuda,1436.2369991726282
1984-08-04,Tanzania,1607.842597654165
1984-08-04,Uganda,1609.9673206170678
1984-08-05,Puerto Rico,1324.3914708979082
1984-08-05,El Salvador,1705.1495985618951
1984-08-05,Faroe Islands,1448.5416245178164
1984-08-05,Greenland,1448.8885131082006
1984-08-06,Indonesia,1428.8343344367488
1984-08-06,Thailand,1556.0239332555875
1984-08-07,Faroe Islands,1478.5715772765066
1984-08-07,Greenland,1418.8585603495105
1984-08-07,Haiti,1571.7045482314556
1984-08-07,Antigua and Barbuda,1415.8236837381726
1984-08-07,Iran,1821.499707894205
1984-08-07,Bangladesh,1372.9902404700304
1984-08-07,Syria,1478.7276115279274
1984-08-07,Philippines,1268.6063912343366
1984-08-08,Republic of Ireland,1735.9820398668462
1984-08-08,Mexico,1815.2252910229954
1984-08-09,Indonesia,1469.351108628928
1984-08-09,Bangladesh,1368.7712124563407
1984-08-09,Iran,1825.7187359078946
1984-08-09,Syria,1492.5143996876297
1984-08-09,Peru,1665.3729523946242
1984-08-09,Colombia,1623.5701467788583
1984-08-09,Thailand,1515.5071590634084
1984-08-09,Philippines,1254.8196030746342
1984-08-11,Syria,1484.8298391336905
1984-08-11,Bangladesh,1347.2212337865462
1984-08-11,Iran,1833.4032964618339
1984-08-11,Thailand,1526.4469805255123
1984-08-11,German DR,1906.8283952489535
1984-08-11,Mexico,1808.499109690422
1984-08-11,Indonesia,1490.9010872987224
1984-08-11,Philippines,1243.8797816125302
1984-08-12,Malaysia,1536.5433243469902
1984-08-12,Singapore,1563.952164938768
1984-08-13,Bangladesh,1328.5186571634222
1984-08-13,Philippines,1232.2185955270427
1984-08-13,Indonesia,1502.56227338421
1984-08-13,Iran,1842.1583749262006
1984-08-13,Syria,1503.5324157568145
1984-08-13,Thailand,1517.6919020611456
1984-08-15,Thailand,1546.4699501757525
1984-08-15,Bangladesh,1350.4100348731718
1984-08-15,Indonesia,1495.1208901250732
1984-08-15,Syria,1474.7543676422076
1984-08-15,Iran,1849.5997581853374
1984-08-15,Philippines,1210.327217817293
1984-08-15,Suriname,1636.7585503765276
1984-08-15,Guyana,1427.5341742049563
1984-08-16,Finland,1600.678901638414
1984-08-16,Mexico,1816.7698908774944
1984-08-18,Uganda,1639.7838595758355
1984-08-18,Tanzania,1578.0260586953973
1984-08-18,Iran,1851.07597796399
1984-08-18,Syria,1506.5109430053117
1984-08-18,Singapore,1531.590392840184
1984-08-18,Malaysia,1568.9050964455741
1984-08-19,Russia,2021.2724464257738
1984-08-19,Mexico,1830.1951571369157
1984-08-22,Hungary,1809.088237908879
1984-08-22,Switzerland,1803.5421846587803
1984-08-22,Sweden,1821.9904727805035
1984-08-22,Mexico,1815.2099685772444
1984-08-24,Colombia,1627.1623736362428
1984-08-24,Argentina,1836.7554195257333
1984-08-25,Liberia,1514.692732258594
1984-08-25,Papua New Guinea,1541.1202367297
1984-08-25,Uganda,1604.5067248261073
1984-08-25,Zambia,1718.6687340838857
1984-08-25,Hungary,1838.6093938471895
1984-08-25,Mexico,1815.7953700550506
1984-08-26,Malaysia,1565.695417494995
1984-08-26,Indonesia,1463.3643147619691
1984-08-28,Egypt,1807.478915289846
1984-08-28,Zimbabwe,1733.3265376278596
1984-08-29,Norway,1758.3094875534973
1984-08-29,Poland,1860.5807924300511
1984-08-29,Malaysia,1557.106379954615
1984-08-29,Liberia,1486.9702756477582
1984-08-29,Guyana,1413.6924881126927
1984-08-29,Suriname,1650.6002364687913
1984-08-29,German DR,1898.5576140618812
1984-08-29,Romania,1817.4285833625881
1984-09-01,Cyprus,1363.2150555700161
1984-09-01,Greece,1612.7488574938543
1984-09-01,Indonesia,1471.953352302349
1984-09-01,Papua New Guinea,1568.842693340536
1984-09-01,Switzerland,1774.0210287204698
1984-09-01,Argentina,1790.574519970682
1984-09-04,Indonesia,1450.1091181755457
1984-09-04,Liberia,1462.9453703277607
1984-09-04,Malaysia,1581.1312852746125
1984-09-04,Papua New Guinea,1590.6869274673393
1984-09-04,Singapore,1534.8000717907632
1984-09-04,Qatar,1704.1719645400456
1984-09-05,Greece,1624.2747661210021
1984-09-05,Czechoslovakia,1826.474762533606
1984-09-05,Belgium,1893.1936066898234
1984-09-05,Argentina,1819.1462572057037
1984-09-06,Israel,1777.5323745337553
1984-09-06,Malta,1444.8195992309932
1984-09-10,Jordan,1375.4946446188394
1984-09-10,Hong Kong,1632.3773866745128
1984-09-10,Qatar,1720.6052686513592
1984-09-10,Afghanistan,1350.7087062076323
1984-09-12,Northern Ireland,1797.969169174356
1984-09-12,Romania,1794.3092212506463
1984-09-12,Sweden,1821.4050713026973
1984-09-12,Portugal,1894.3494451373638
1984-09-12,Scotland,1857.5372845014263
1984-09-12,Yugoslavia,1870.0395565230622
1984-09-12,Qatar,1726.9821805224076
1984-09-12,Hong Kong,1613.514492194524
1984-09-12,Norway,1766.8937847309087
1984-09-12,Switzerland,1745.4492914854482
1984-09-12,Iceland,1572.234985174986
1984-09-12,Wales,1815.864810804866
1984-09-12,Republic of Ireland,1742.7082211994195
1984-09-12,Russia,2036.257634985445
1984-09-12,German DR,1921.6769761738233
1984-09-12,Greece,1609.9978220549283
1984-09-12,Finland,1587.2536353789926
1984-09-12,Poland,1851.9964952526398
1984-09-12,England,1866.99755102448
1984-09-12,German DR,1930.2307141078986
1984-09-12,Denmark,1880.125090676669
1984-09-12,Austria,1831.867893387173
1984-09-12,China,1622.3339864056402
1984-09-12,Afghanistan,1344.331794336584
1984-09-12,Germany,1977.9781641138304
1984-09-12,Argentina,1855.4449396943994
1984-09-15,China,1632.4102901780068
1984-09-15,Jordan,1394.357539098828
1984-09-15,Hong Kong,1592.977993759816
1984-09-15,Afghanistan,1334.2554905642173
1984-09-16,Mauritius,1602.4605641903875
1984-09-16,Mozambique,1506.8886725968887
1984-09-17,Qatar,1747.5186789571158
1984-09-17,Jordan,1382.2036612547272
1984-09-17,China,1644.5641680221077
1984-09-17,Hong Kong,1574.0193644871795
1984-09-18,Mexico,1847.762464816029
1984-09-18,Argentina,1895.6074171374514
1984-09-18,Nepal,1430.6721687255108
1984-09-18,Maldives,1491.518340166843
1984-09-18,Bangladesh,1335.7449898536893
1984-09-18,Bhutan,1562.9328248847016
1984-09-19,Uruguay,1893.2756667806746
1984-09-19,Peru,1661.7807255372397
1984-09-19,Bangladesh,1382.973659825137
1984-09-19,Maldives,1456.3175212051121
1984-09-20,China,1668.5551912705107
1984-09-20,Qatar,1754.0474658483538
1984-09-20,Jordan,1375.6748743634892
1984-09-20,Afghanistan,1353.2141198368538
1984-09-20,Nepal,1465.8729876872417
1984-09-20,Bhutan,1515.704154913254
1984-09-21,Nepal,1500.1464933494096
1984-09-21,Bangladesh,1419.214251343912
1984-09-21,Maldives,1420.076929686337
1984-09-21,Bhutan,1481.430649251086
1984-09-23,Niger,1542.8532078451547
1984-09-23,Ivory Coast,1804.0885379571696
1984-09-23,Nepal,1463.281955808364
1984-09-23,Bangladesh,1456.0787888849577
1984-09-23,Ghana,1813.5040922502935
1984-09-23,Gambia,1488.2568789943432
1984-09-25,Saudi Arabia,1739.5477783197641
1984-09-25,Iceland,1620.389289983408
1984-09-26,Tunisia,1752.5246151876843
1984-09-26,Nigeria,1701.9932723460374
1984-09-26,Poland,1862.7290455450257
1984-09-26,Turkey,1647.0651681049221
1984-09-26,Denmark,1905.984819730856
1984-09-26,Norway,1735.0444661494148
1984-09-26,Hungary,1806.642299086211
1984-09-26,Austria,1806.0081643329859
1984-09-26,Italy,1825.873580128208
1984-09-26,Sweden,1797.6126530672796
1984-09-29,Curaçao,1482.9126267323588
1984-09-29,USA,1696.1111943325755
1984-09-29,Yugoslavia,1838.960489292345
1984-09-29,Bulgaria,1783.4384448881901
1984-09-30,Zimbabwe,1709.6338886584363
1984-09-30,Egypt,1831.1715642592694
1984-09-30,Mozambique,1514.9389800522856
1984-09-30,Mauritius,1594.4102567349905
1984-09-30,Botswana,1379.1679927998182
1984-09-30,Angola,1609.203705501558
1984-09-30,South Korea,1768.9550309351341
1984-09-30,Japan,1765.7230929559485
1984-10-03,Peru,1649.2568690833698
1984-10-03,Uruguay,1905.7995232345445
1984-10-03,Honduras,1822.4172241628291
1984-10-03,Guatemala,1565.3849697172154
1984-10-04,South Korea,1738.6759710263414
1984-10-04,Cameroon,1786.162166153849
1984-10-06,USA,1679.7107742483686
1984-10-06,Curaçao,1499.3130468165657
1984-10-08,Saudi Arabia,1699.6441041888074
1984-10-08,Thailand,1561.134995195235
1984-10-09,Greece,1601.444084120853
1984-10-09,Israel,1785.2359147166057
1984-10-09,Mexico,1851.8678119481388
1984-10-09,Colombia,1673.343273191294
1984-10-09,USA,1695.3976925566526
1984-10-09,El Salvador,1711.1788465891964
1984-10-10,Norway,1718.7186770192036
1984-10-10,Russia,1985.6057142117502
1984-10-10,Saudi Arabia,1718.280017073277
1984-10-10,Thailand,1542.4990823107655
1984-10-10,South Korea,1772.7509163897403
1984-10-10,Yemen,1346.0544761747112
1984-10-10,German DR,1894.8302210754234
1984-10-10,Algeria,1835.0739864026073
1984-10-11,El Salvador,1679.8171285565832
1984-10-11,Mexico,1867.6799779994246
1984-10-11,Ivory Coast,1815.000181420342
1984-10-11,Liberia,1491.8375032487975
1984-10-11,Malaysia,1611.9561777653114
1984-10-11,Pakistan,1492.1842173078128
1984-10-11,USA,1726.7594105892658
1984-10-11,Colombia,1657.531107140008
1984-10-12,India,1396.8128022464289
1984-10-12,Yemen,1341.3155673243577
1984-10-13,Luxembourg,1273.5387363820516
1984-10-13,France,2116.029961466592
1984-10-13,Kenya,1707.765767223648
1984-10-13,Ethiopia,1626.6482629099808
1984-10-13,South Korea,1777.4898252400938
1984-10-13,Pakistan,1472.1350624622478
1984-10-13,Tanzania,1613.3031934451255
1984-10-13,Sudan,1587.7362393201936
1984-10-14,Zimbabwe,1719.7201940761372
1984-10-14,Eswatini,1513.1216783091202
1984-10-14,Portugal,1918.1418633727815
1984-10-14,Czechoslovakia,1840.75170659968
1984-10-14,Guatemala,1554.2556681679725
1984-10-14,USA,1750.859631301857
1984-10-14,India,1422.0611300368605
1984-10-14,Malaysia,1632.0053326108764
1984-10-15,Pakistan,1463.3108210307894
1984-10-15,Yemen,1316.067239533926
1984-10-15,Congo,1614.7263093345591
1984-10-15,Benin,1495.2488872711738
1984-10-16,Northern Ireland,1827.6531555561105
1984-10-16,Israel,1770.69753060536
1984-10-16,Turkey,1633.6142620737264
1984-10-16,Bulgaria,1788.1922055548628
1984-10-16,Algeria,1810.1834717411923
1984-10-16,Canada,1638.2331061881298
1984-10-16,South Korea,1786.3140666715522
1984-10-16,Malaysia,1585.802944327556
1984-10-17,Poland,1876.1799515762214
1984-10-17,Greece,1615.9824682320987
1984-10-17,Spain,1896.7485748638837
1984-10-17,Wales,1767.710505996444
1984-10-17,Norway,1738.094470685956
1984-10-17,Republic of Ireland,1793.3601419731144
1984-10-17,Switzerland,1777.298610066942
1984-10-17,Denmark,1922.3106088610673
1984-10-17,Netherlands,1885.971472871752
1984-10-17,Hungary,1836.5875435508988
1984-10-17,Scotland,1888.6163517321434
1984-10-17,Iceland,1660.2929641143646
1984-10-17,India,1468.263518320181
1984-10-17,Pakistan,1481.3069867175739
1984-10-17,Germany,1937.8156866707784
1984-10-17,Sweden,1770.0475299654397
1984-10-17,Mexico,1882.8741590236573
1984-10-17,USA,1705.4900018154383
1984-10-17,England,1902.398044056955
1984-10-17,Finland,1576.5210850866067
1984-10-17,Belgium,1856.8949242011277
1984-10-17,Albania,1472.4576144916934
1984-10-18,Fiji,1662.4635015120425
1984-10-18,New Zealand,1758.3498787388926
1984-10-18,Malaysia,1601.4199585736646
1984-10-18,Yemen,1298.0710738471416
1984-10-19,India,1499.389253091612
1984-10-19,South Korea,1770.6970524254434
1984-10-19,Saudi Arabia,1674.2767848842682
1984-10-19,Nepal,1492.6600734781173
1984-10-20,Nigeria,1676.3259921341028
1984-10-20,Liberia,1483.7572355503607
1984-10-20,Oman,1300.699574992154
1984-10-20,Sri Lanka,1230.8752560193216
1984-10-20,Fiji,1640.5390023380512
1984-10-20,New Zealand,1780.274377912884
1984-10-20,German DR,1919.7207357368384
1984-10-20,Yugoslavia,1834.2067286256724
1984-10-21,Ivory Coast,1823.0804491187787
1984-10-21,Gambia,1480.2601460060814
1984-10-21,Tunisia,1778.191895399619
1984-10-21,Canada,1621.976317824198
1984-10-22,Saudi Arabia,1689.882542847546
1984-10-22,United Arab Emirates,1578.918997296172
1984-10-22,Sri Lanka,1236.824492321711
1984-10-22,Nepal,1477.0543155148396
1984-10-24,Morocco,1742.7366454364856
1984-10-24,Canada,1604.624028527909
1984-10-24,Saudi Arabia,1710.6141903808193
1984-10-24,Sri Lanka,1284.7916233948151
1984-10-24,United Arab Emirates,1558.1873497628985
1984-10-24,Oman,1294.7503386897647
1984-10-25,Argentina,1891.5020700053417
1984-10-25,Mexico,1898.7628885819154
1984-10-26,Saudi Arabia,1715.3751016558194
1984-10-26,Oman,1283.9513823054913
1984-10-26,United Arab Emirates,1568.986306147172
1984-10-26,Nepal,1429.0871844417354
1984-10-27,Sudan,1589.9398913425089
1984-10-27,Tanzania,1611.0995414228103
1984-10-28,United Arab Emirates,1587.5195741393757
1984-10-28,Sri Lanka,1280.030712119815
1984-10-28,Oman,1279.3298927913768
1984-10-28,Nepal,1410.5539164495317
1984-10-28,Chile,1838.9347524574566
1984-10-28,Mexico,1898.136030364044
1984-10-28,Benin,1535.1770916950134
1984-10-28,Tunisia,1795.544184695908
1984-10-28,Ethiopia,1603.5279578773432
1984-10-28,Kenya,1730.8860722562856
1984-10-31,Czechoslovakia,1817.3257417923094
1984-10-31,Malta,1437.1160590481427
1984-10-31,Poland,1887.145030712483
1984-10-31,Albania,1466.5422607689404
1984-10-31,Turkey,1646.1454704850482
1984-10-31,Finland,1568.549444108052
1984-10-31,Uruguay,1916.9543957664937
1984-10-31,Mexico,1863.0730864564248
1984-11-02,Egypt,1821.0852588415685
1984-11-02,Canada,1585.9587796582805
1984-11-03,China,1705.7917196024616
1984-11-03,Australia,1693.3090975517123
1984-11-03,Switzerland,1819.1401894319501
1984-11-03,Italy,1853.4387032300478
1984-11-04,Eswatini,1499.1183785016972
1984-11-04,Zimbabwe,1733.7234938835602
1984-11-04,Liberia,1468.868363576682
1984-11-04,Nigeria,1691.2148641077815
1984-11-04,Gambia,1472.938903904725
1984-11-04,Ivory Coast,1830.401691220135
1984-11-09,Guyana,1431.4746038909777
1984-11-09,Suriname,1632.8181206905062
1984-11-09,Somalia,1351.6794757503103
1984-11-09,Kenya,1720.3565376047359
1984-11-11,Angola,1621.811007391868
1984-11-11,Congo,1574.7981049107195
1984-11-11,Burkina Faso,1530.3100753266458
1984-11-11,Mali,1641.5543097985283
1984-11-11,DR Congo,1653.4856311031997
1984-11-11,Gabon,1502.5314263552652
1984-11-11,Guyana,1447.1439501443836
1984-11-11,Suriname,1617.1487744371004
1984-11-11,Liberia,1455.8146285148632
1984-11-11,Mauritania,1380.7341149654403
1984-11-11,Trinidad and Tobago,1647.9377551583045
1984-11-11,Mexico,1867.688629540759
1984-11-13,Tunisia,1806.5005172629665
1984-11-13,Benin,1524.2207591279548
1984-11-14,Turkey,1609.5545148933268
1984-11-14,England,1910.3696850355097
1984-11-14,Wales,1748.3670132766088
1984-11-14,Iceland,1647.5872240800077
1984-11-14,Scotland,1901.3220917665003
1984-11-14,Spain,1916.092067583719
1984-11-14,Austria,1776.0629198682982
1984-11-14,Netherlands,1851.7358081215402
1984-11-14,Northern Ireland,1852.7787972734345
1984-11-14,Finland,1605.1403996997735
1984-11-14,Portugal,1941.567828180152
1984-11-14,Sweden,1753.5038380057413
1984-11-14,Denmark,1880.4690294960592
1984-11-14,Republic of Ireland,1758.6279650183917
1984-11-17,Burkina Faso,1569.6003456325836
1984-11-17,Togo,1661.1518098900574
1984-11-17,Cyprus,1351.6891469428683
1984-11-17,Hungary,1870.8232083011105
1984-11-17,Luxembourg,1273.0725755000465
1984-11-17,German DR,1882.4824400818902
1984-11-17,Malawi,1757.8112231331324
1984-11-17,Zimbabwe,1746.0708553934137
1984-11-18,Gambia,1526.1424328539772
1984-11-18,Sierra Leone,1559.751022984408
1984-11-18,Ghana,1821.5008252385553
1984-11-18,Ivory Coast,1777.198162270883
1984-11-18,Mali,1602.2640394925904
1984-11-18,Benin,1514.3492180294502
1984-11-19,Malawi,1786.7978639698754
1984-11-19,Zimbabwe,1717.0842145566708
1984-11-20,Saudi Arabia,1719.996591169934
1984-11-20,Finland,1593.5125502115784
1984-11-20,Burkina Faso,1577.3275102763757
1984-11-20,Ivory Coast,1751.0029624473764
1984-11-21,France,2116.496122348597
1984-11-21,Bulgaria,1775.660997143541
1984-11-21,Ghana,1847.6960250620618
1984-11-21,Togo,1653.4246452462653
1984-11-21,Israel,1745.571888888036
1984-11-21,Romania,1764.6252348688918
1984-11-22,Burkina Faso,1591.18814959472
1984-11-22,Benin,1491.782420589819
1984-11-22,Qatar,1716.8109375164029
1984-11-22,Finland,1573.9758505487741
1984-11-23,Ivory Coast,1737.142323129032
1984-11-23,Togo,1668.6452178665013
1984-11-23,Kenya,1666.7735683668357
1984-11-23,Somalia,1405.2624449882105
1984-11-23,Mauritania,1357.1180220099102
1984-11-23,Liberia,1479.4307214703933
